id,subseccion,idea,citas,veredicto,pagina_traza,tipo_problema,accion,idea_real_fuente,evidencia_textual,refuerzo_pico,notas
INTROB-IMP-05,Importancia y aplicaciones,Esta propiedad se aplica a agentes de excreción fecal (enterovirus) y se ha extendido a virus respiratorios cuyo material genético llega al alcantarillado (L39).,Parkins_2023,OK,Parkins (panel respiratorio),,Ninguna,"La vigilancia por aguas residuales se extendió a virus respiratorios (influenza, RSV, coronavirus).","""panel (132 viruses) revealed trends for influenza, RSV, and coronaviruses that confirmed [clinical patterns]"" (parkins-2023, p.~ sección de aplicaciones)","PICOC[P: aguas residuales/poliovirus (excrecion fecal) extendido a SARS-CoV-2 / I: EBAR-WBE / O: estimacion de tasas de infeccion comunitaria] — ""WBE has been used to gain insight into community infection rates of non-enveloped viruses including poliovirus, norovirus, and hepatitis A, which are excreted in stool of infected individuals and transmitted via the fecal-oral route. Widespread implementation of WBE since the beginning of the COVID-19 pandemic shows strong associations between SARS-CoV-2 RNA in wastewater"" (Hughes_2022, p.173)",OK; Parkins documenta la extensión a respiratorios.
INTROB-IMP-06,Importancia y aplicaciones,"En Australia, Ahmed et al. confirmaron que el ARN viral es detectable en aguas residuales aún no tratadas (L41).",Ahmed_2020,OK,Ahmed p.1-2,,Ninguna,Primera detección confirmada de SARS-CoV-2 en aguas residuales no tratadas en Australia.,"""First confirmed detection of SARS-CoV-2 in untreated wastewater in Australia: A proof of concept for the wastewater surveillance of COVID-[19]"" (ahmed-2020, p.1-2)","PICOC[P: SARS-CoV-2 en aguas residuales no tratadas / I: vigilancia WBE / C: Australia / O: deteccion confirmada] — ""First confirmed detection of SARS-CoV-2 in untreated wastewater in Australia: A proof of concept for the wastewater surveillance of COVID-19 in the community"" (Ahmed_2020, p.2)",Coincidencia directa.
INTROB-IMP-07,Importancia y aplicaciones,"En Países Bajos, Medema et al. confirmaron que el ARN viral es detectable en aguas residuales (L41).",Medema_2020,SIN_FUENTE,n/d,Fuente_ausente_en_repo,Conseguir el PDF de Medema_2020 (bloqueado por ACS) y verificar; entretanto la afirmación no es trazable en el repositorio. La afirmación es históricamente correcta pero no verificable con los archivos disponibles.,No verificable: el PDF no está en Recursos/fuentes/.,(sin PDF en el repositorio; no se pudo extraer evidencia textual),"PICOC[P: SARS-CoV-2 en aguas residuales / I: RT-qPCR (CDC N1/N2) / C: Paises Bajos (Medema) / O: deteccion] — ""CDC N1, N2 and N3, and E_Sarbeco have been used to detect SARS-CoV-2 in wastewater samples from the Netherlands (Medema et al., 2020) and USA (Wu et al., 2020a)."" (Ahmed_2020, p.7)","Marcado FALTA en mapa_citas.csv. Claim fundacional y ampliamente conocido, pero pendiente de verificación con la fuente."
INTROB-IMP-08,Importancia y aplicaciones,"En Calgary, el seguimiento de tres plantas y seis barrios durante un año encontró correlaciones fuertes entre la abundancia de N1 y N2 y los casos detectados (L41).",Acosta_2022,OK,Acosta p.1,,Ninguna,Monitoreo de 3 WWTP y 6 barrios; correlaciones fuertes entre N1/N2 y carga clínica regional.,"""monitor the occurrence and spread of SARS-CoV-2 from three wastewater treatment plants (WWTP) and six [neighborhoods] ... N1 and N2 ... Strong correlations were observed between N1 [and clinical cases]"" (acosta-2022, p.1)","PICOC[P: SARS-CoV-2 en aguas residuales / I: RT-qPCR N1 / O: correlacion fuerte con casos / C: Calgary] — ""We observed a strong correlation between wastewater N1 signals and new daily cases for all WWTPs when analyzed individually"" (Acosta_2022, p.5)",Periodo ~mayo 2020 a 31 mayo 2021 (~1 año). Cifras 3 plantas / 6 barrios verificadas.
INTROB-IMP-09,Importancia y aplicaciones,"En Bangkok, las cargas virales se correlacionaron con los casos nuevos con un rezago de alrededor de tres semanas, comportándose como indicador adelantado en un contexto de ingresos medios con capacidad diagnóstica restringida (L41).",Sangsanont_2022,OK,Sangsanont p.1,Cifra_redondeada_menor,"Opcional: precisar ""22-24 días"" en lugar de ""alrededor de tres semanas"" para máxima fidelidad (3 semanas = 21 días).",Correlación más fuerte con casos nuevos diarios a 22-24 días de rezago en Bangkok.,"""viral loads showed strongest correlation with daily new COVID-19 cases at 22-24 days lag (Spearman's [rho])"" y ""correlated with new cases at 22-24 days lag"" (sangsanont-2022, p.1)","PICOC[P: SARS-CoV-2 en aguas residuales / I: vigilancia (tasas y cargas virales) / O: correlacion con rezago de 22-24 dias (indicador adelantado) / C: Bangkok] — ""Wastewater surveillance (both positive rates and viral loads) showed strongest correlation with daily new COVID-19 cases at 22-24 days lag (Spearman's Rho = 0.85-1.00)."" (Sangsanont_2022, p.1)","OK. ""Alrededor de tres semanas"" es un redondeo razonable de 22-24 días (ligeramente por debajo). Tailandia = ingreso medio-alto."
INTROB-MP-01,Muestreo pasivo en aguas residuales,"El muestreo pasivo coloca un dispositivo en el flujo por un periodo definido para acumular material; emplea medios de adsorción sencillos (hisopos, gasa, tampones de algodón), no requiere equipos automáticos y es alternativa para sitios con limitaciones de presupuesto (L45).",Parkins_2023,OK,Parkins p.10,,Ninguna,"El muestreo pasivo usa medios de adsorción simples (Moore swab de algodón, gasa o tampones) y es más barato y simple que el automático.","""Passive sampling for SARS-CoV-2 RNA, which generally employs simple adsorption media (e.g., a classic Moore swab, using cotton, gauze, or tampons), is often less expensive and simpler to use"" (parkins-2023, p.10)","PICOC[P: aguas residuales / I: muestreo pasivo (dispositivo dejado en el flujo por un periodo, sin intervencion activa), mas simple que el convencional / C: Quito, Ecuador] — ""a passive sampling approach was implemented, consisting of using devices placed directly in the water flow for an extended period to collect a representative sample of the virus's behavior over time, without the need for active intervention or frequent collection."" (MejiaCalle_2024, p.10)","OK. La fuente lista algodón, gasa o tampones como medios separados; la tesis dice ""tampones de algodón"" (matiz de traducción menor)."
INTROB-MP-02,Muestreo pasivo en aguas residuales,"Roldán-Hernández et al. observaron que las concentraciones de ARN en la fracción sólida eran entre tres y cuatro órdenes de magnitud superiores a las de la fase líquida, con coeficientes de partición entre 2000 y 270 000 mL g-1 (L45).",RoldanHernandez_2023,OK,Roldan-Hernandez p.13346 (abstract),,Ninguna,El ARN se concentra 3-4 órdenes de magnitud más en sólidos que en líquido; Kp 2000-270 000 mL/g.,"""RNA concentrations were higher in the solid fraction than the liquid fraction by approximately 3-4 orders of magnitude. Partition coefficients (Kp) ranged from 2000-270,000 mL g-1 across viruses and temperature conditions"" (roldan-hernandez-2023, p.13346)","PICOC[P: aguas residuales/ARN de RSV y SARS-CoV-2 / I: particion solido-liquido / O: solidos 3-4 ordenes de magnitud mayores; KF 2000-270000 mL/g] — ""In both experiments, RNA concentrations were higher in the solid fraction than the liquid fraction by approximately 3-4 orders of magnitude. Partition coefficients (KF) ranged from 2000-270,000 mL g-1 across viruses and temperature conditions"" (RoldanHernandez_2023, p.13346)",Coincidencia numérica EXACTA de las dos cifras (órdenes de magnitud y rango de Kp).
INTROB-MP-03,Muestreo pasivo en aguas residuales,"Mejía-Calle aplicó en la PTAR Quitumbe un dispositivo pasivo tipo torpedo impreso en 3D, con membrana de nailon, gasa e hisopos de algodón, expuesto 24 horas en el influente (L47).",MejiaCalle_2024,OK,Mejia Calle p.32,,Ninguna,"Dispositivo torpedo impreso en 3D con membrana de nailon (0,45 um), gasa y torundas de algodón, sumergido 24 h en el influente.","""A torpedo-type passive sampling device containing a nylon membrane, gauze, [cotton swabs]"" y ""equipped with a nylon membrane (0.45 um pore size), gauze, cotton swabs, and a metal [core]"" (mejia-calle-2024, p.~28/32)","PICOC[P: aguas residuales PTAR Quitumbe / I: dispositivo pasivo tipo torpedo (membrana de nailon, gasa, hisopo) / C: Quitumbe] — ""The device was equipped with a nylon membrane (0.45 um pore size), gauze, cotton swabs, and a metal rod to ensure that it remained fully submerged in the wastewater, thus ensuring the collection of a representative sample."" (MejiaCalle_2024, p.30)","Verificado; dispositivo, materiales y exposición coinciden."
INTROB-MP-04,Muestreo pasivo en aguas residuales,"El muestreo fue semanal, abarcó 47 muestras y representó aguas residuales de once barrios del Distrito Metropolitano de Quito, con un caudal reportado de 75 L/s (L47).",MejiaCalle_2024,OK,Mejia Calle p.32,,Ninguna,"11 barrios del DMQ, muestreo semanal 24 h, 47 muestras, caudal 75 L/s.","""serves 11 neighborhoods in the Metropolitan District of Quito"" ... ""immersed for 24 hours once a week in the incoming wastewater at the Quitumbe WWTP, where the flow rate is 75 L/s"" ... ""resulting in a total of 47 samples"" (mejia-calle-2024, p.32)","PICOC[P: aguas residuales de once barrios del DMQ / I: muestreo pasivo semanal, 47 muestras, 75 L/s / C: PTAR Quitumbe] — ""The samplers were immersed for 24 hours once a week in the incoming wastewater at the Quitumbe WWTP, where the flow rate is 75 L/s. Before any treatment was applied, a single weekly sample was taken, resulting in a total of 47 samples throughout the study."" (MejiaCalle_2024, p.32)","Las cuatro cifras (11 barrios, semanal, 47 muestras, 75 L/s) verificadas exactamente."
INTROB-MP-05,Muestreo pasivo en aguas residuales,"En Quitumbe la baja concentración viral en los componentes individuales obligó a analizarlos de forma combinada, y la secuenciación quedó condicionada por Cq tardíos y por cambios en el rendimiento de los cebadores (L49).",MejiaCalle_2024,OK,Mejia Calle (p.~19 y resultados),,Ninguna,"Los componentes (gasa, membrana, hisopo) se probaron por separado pero, por las bajas concentraciones, se combinaron; un linaje no se detectó por primer switching.","""the samples (gauze, membrane, and swab) were initially tested separately. However, due to the low concentrations obtained from the individual samples, it was decided to pool the samples"" y ""not detected in wastewater due to primer switching"" (mejia-calle-2024, p.~19 y sección de resultados)","PICOC[P: aguas residuales Quitumbe / I: concentracion y secuenciacion / O: analisis combinado forzado por baja concentracion viral] — ""However, due to the low concentrations obtained from the individual samples, it was decided to pool the samples collected on the same date, for later the final RNA concentration analysis."" (MejiaCalle_2024, p.33)",Verificado el análisis combinado y el cambio de cebadores (primer switching). El vínculo Cq tardío-secuenciación se sustenta en la misma tesis (otras secciones).
MET-JUST-01,Justificacion y diseno del estudio,"Diseno observacional descriptivo longitudinal con muestreo semanal para detectar y caracterizar SARS-CoV-2, poliovirus y RSV",Parkins_2023,OK,Parkins p.2,,mantener,"Parkins encuadra la WBS como herramienta poblacional continua; el descriptor 'observacional descriptivo longitudinal' es decision del autor, compatible con la fuente.","""Intrinsic to WBS is its unique ability to monitor an entire population (irrespective of symptoms or the ability to access clinical testing) objectively, passively, and comprehensively"" (parkins-2023, p.2)","PICOC[P: aguas residuales/comunidad; I: WBE con muestreo repetido; C: vs vigilancia clinica; O: tendencias temporales; C: vigilancia poblacional continua] — ""Build up trends if survey is done repeatedly"" (Sims_2020, p.3)",El tipo de diseno lo fija el autor; Parkins respalda la vigilancia comunitaria de tendencias temporales.
MET-JUST-02,Justificacion y diseno del estudio,"La WBS integra material excretado por individuos sintomaticos, presintomaticos y asintomaticos y habilita detectar presencia, tendencias temporales y diversidad genetica a escala comunitaria",Parkins_2023;Bubba_2023,PARCIAL,"Parkins p.2, p.6; Bubba abstract, sec.3.1",matiz_no_explicito,corregir,"Parkins soporta la inclusividad y la escala comunitaria pero la triada sintomatico/presintomatico/asintomatico es sintesis (no una sola frase). Bubba es de enterovirus no-polio (NPEV): respalda presencia y tendencias, no la 'diversidad genetica' de poliovirus de forma literal.","""monitor an entire population (irrespective of symptoms...)"" (parkins-2023, p.2); ""Wastewater surveillance can be applied... to enable early detection of an introduction or emergence of pathogens (absence or presence) and to monitor their spread; secondly, to monitor the changes in transmission and prevalence"" (bubba/microorganisms-11-02496, sec.3.1)","PICOC[P: poblacion conectada al alcantarillado; I: analisis de aguas residuales agregadas; C: vs vigilancia clinica; O: deteccion de presencia y brotes; C: escala comunitaria en tiempo real] — ""WBE postulates that through the analysis of population pooled wastewater, infectious disease and resistance spread, the emergence of new disease outbreak to the community level can be monitored comprehensively and in real-time."" (Sims_2020, p.2)",Bubba es NPEV-centrico; 'diversidad genetica' no se atribuye literalmente a poliovirus alli.
MET-JUST-03,Justificacion y diseno del estudio,Antecedente local en la PTAR Quitumbe para SARS-CoV-2: factibilidad de recolectar material viral con dispositivo impreso en 3D y asignar linajes por secuenciacion Oxford Nanopore,MejiaCalle_2024,OK,"MejiaCalle p.31-32, p.1(abstract)",,mantener,,"""used a passive 3D-printed device for sample collection... torpedo-like design"" (MejiaCalle-2024, p.31); ""multiplex PCR was used for sequencing with Oxford Nanopore Technology... lineages such as HN.1, EG.5.1.6, XBB.1.5.1.5, and HV.1 detected"" (MejiaCalle-2024, abstract)","PICOC[P: SARS-CoV-2 en aguas residuales del DMQ; I: secuenciacion Oxford Nanopore + Freyja; C: vs vigilancia clinica hospitalaria; O: asignacion de linajes; C: antecedente local Quitumbe 2023-2024] — ""multiplex PCR was used for sequencing with Oxford Nanopore Technology. Bioinformatic analysis was conducted using Freyja. Results: A predominance of the Omicron variant was observed, with lineages such as HN.1, EG.5.1.6, XBB.1.5.1.5, and HV.1 detected."" (MejiaCalle_2024, p.10)",Tesis antecedente USFQ; respaldo directo.
MET-AREA-01,Area y periodo de estudio,"El sitio centinela (pozo de entrada del influente) recibe aguas residuales de once barrios del DMQ, con caudal de 75 L/s",MejiaCalle_2024,OK,MejiaCalle p.32,,mantener,,"""serves 11 neighborhoods in the Metropolitan District of Quito... immersed for 24 hours once a week in the incoming wastewater at the Quitumbe WWTP, where the flow rate is 75 L/s"" (MejiaCalle-2024, p.32)","PICOC[P: influente de la PTAR Quitumbe; I: muestreo del influente; C: —; O: caracterizacion del sitio centinela; C: DMQ, caudal urbano] — ""week in the incoming wastewater at the Quitumbe WWTP, where the flow rate is 75 L/s."" (MejiaCalle_2024, p.32)",Once barrios y 75 L/s verificados.
MET-MUES-01,Estrategia de muestreo pasivo,"Dispositivo torpedo con gasa, membrana de nailon e hisopo, fijado en el pozo de entrada y sumergido 24 h, genera una muestra integrada en el tiempo",MejiaCalle_2024,OK,MejiaCalle p.31-32,,mantener,,"""A torpedo-type passive sampling device containing a nylon membrane, gauze..."" (MejiaCalle-2024, abstract); ""The samplers were immersed for 24 hours once a week"" (MejiaCalle-2024, p.32)","PICOC[P: ARN de SARS-CoV-2 en aguas residuales; I: muestreo pasivo con medio adsorbente (gasa); C: vs muestreo activo/puntual; O: muestra integrada; C: sitio centinela] — ""Passive sampling for SARS-CoV-2 RNA, which generally employs simple adsorption media (e.g., a classic Moore swab, using cotton, gauze, or tampons), is often less expensive and simpler to use for the actual sampler deployment component of the workflow"" (Parkins_2023, p.9)",La frase 'integrada en el tiempo' es implicita (24 h de inmersion continua).
MET-MUES-02,Estrategia de muestreo pasivo,"El muestreo pasivo ha sido validado para la recuperacion de ARN viral en aguas residuales, con mayor deteccion que el muestreo puntual en escenarios de baja carga",Schang_2021;Parkins_2023,PARCIAL,Parkins p.10,fuente_faltante+termino_sobredimensionado,corregir,"Schang_2021 no esta en el repositorio (SIN_FUENTE), es la fuente central de la 'validacion'. Parkins solo respalda mayor sensibilidad frente al muestreo PUNTUAL (grab), no una 'validacion': el propio Parkins la califica como equivoca frente a muestreo compuesto y lista limitaciones.","""they can effectively achieve a lower detection limit and better sensitivity than a grab sample... appropriate for sentinel applications"" (parkins-2023, p.10); ""Studies have reported discrepant results as to whether passive samplers have improved sensitivity compared to composite samplers"" (parkins-2023, p.10)","PICOC[P: analito viral en aguas residuales; I: muestreo pasivo; C: vs muestreo puntual (grab); O: menor limite de deteccion y mayor sensibilidad; C: aplicacion centinela] — ""Since they also concentrate the target analyte, they can effectively achieve a lower detection limit and better sensitivity than a grab sample (124), which can be appropriate for sentinel applications where the switch from non-detectable to detectable is the key monitoring objective"" (Parkins_2023, p.10)","Schang_2021 FALTA -> conseguir o retirar 'validado'. Precisar que la ventaja es vs. muestreo puntual, no vs. compuesto."
MET-PREC-01,Preconcentracion viral,La precipitacion con PEG es un metodo de concentracion secundaria evaluado para la deteccion de virus entericos y poliovirus en aguas residuales,Falman_2019,OK,Falman p.1,,mantener,,"""Evaluation of Secondary Concentration Methods for Poliovirus Detection in Wastewater... polyethylene glycol [PEG]/sodium chloride [NaCl] precipitation... PEG/NaCl precipitation and skimmed-milk flocculation resulted in the highest PV1 recoveries"" (falman-2019/s12560-018-09364-y, p.1)","PICOC[P: poliovirus (PV1) en aguas residuales; I: concentracion secundaria por PEG/NaCl; C: entre cinco metodos de concentracion; O: recuperacion de PV1; C: vigilancia ambiental de virus entericos] — ""Of the five tested methods, PEG/NaCl precipitation and skimmed-milk flocculation resulted in the highest PV1 recoveries."" (Falman_2019, p.1)",Respaldo directo; PEG entre los metodos secundarios evaluados para poliovirus.
MET-PREC-02,Preconcentracion viral,"Protocolo de preconcentracion PEG: solucion 2X (20 g PEG + 3,48 g NaCl en 200 mL), homogeneizacion en Stomacher 2 min a 200 rpm, pellet resuspendido en DNA/RNA Shield 2X",MejiaCalle_2024,OK,MejiaCalle p.33,,mantener,,"""20g of PEG and 3.48g of NaCl are added... filled with 200mL of nuclease-free water, and autoclaved... mixed in a Stomacher for 2 minutes at 200rpm... the remaining pellet is resuspended in 300uL of Shield2X"" (MejiaCalle-2024, p.33)","PICOC[P: virus en el pellet de aguas residuales; I: preconcentracion con solucion 2X PEG/NaCl; C: —; O: concentracion viral previa a extraccion; C: protocolo local Quitumbe] — ""by preparing a 2X PEG solution, following the protocol by Woods and Jones (2021), in this protocol, 20g of PEG and 3.48g of NaCl are added to a BOECO flask"" (MejiaCalle_2024, p.33)",Cifras del protocolo verificadas.
MET-EXTR-01,Extraccion de ARN,En estudios comparativos de extraccion de ARN viral en aguas residuales el kit Quick-RNA Viral (Zymo) mostro una recuperacion eficiente con preservacion del ARN,Zymo_2023;OBrien_2021,SIN_FUENTE,,fuente_faltante,conseguir,"La afirmacion comparativa ('recuperacion eficiente con preservacion') descansa en OBrien_2021, que NO esta en el repositorio. Zymo_2023 es protocolo de fabricante y solo cubre el uso del kit, no la comparacion.",,"PICOC[P: ARN viral en aguas residuales; I: preconcentracion PEG previa a extraccion con kit Quick-RNA Viral (Zymo); C: con vs sin PEG; O: recuperacion y deteccion del ARN viral; C: matriz ambiental] — ""PEG pre-concentration method improves the recovery and detection of viral RNA from wastewater."" (MejiaCalle_2024, p.39)","OBrien_2021 FALTA -> conseguir el PDF y verificar la comparacion, o atenuar la afirmacion. Zymo_2023 = FABRICANTE-OFICIAL (solo protocolo)."
MET-RTQ-01,Deteccion molecular de SARS-CoV-2 por RT-qPCR,Los blancos N1 y N2 del panel CDC (gen de la nucleocapside) se emplean de forma amplia para la deteccion de SARS-CoV-2 en aguas residuales; el control RP verifica la integridad del procesamiento,Lu_2020;Ahmed_2020;MejiaCalle_2024,PARCIAL,Ahmed p.7; MejiaCalle p.34,fuente_faltante+atribucion,corregir,Lu_2020 (ensayo CDC N1/N2) NO esta en el repositorio (SIN_FUENTE). Ahmed_2020 respalda el uso AMPLIO de N1/N2 en aguas residuales solo en su discusion (citando a Medema/Wu); Ahmed NO uso N1/N2 sino los ensayos N_Sarbeco y NIID. MejiaCalle si empleo la mezcla N1/N2/RP.,"""Some of these assays, especially CDC N1, N2 and N3... have been used to detect SARS-CoV-2 in wastewater samples from the Netherlands (Medema et al., 2020) and USA (Wu et al., 2020a)"" (ahmed-2020, p.7); ""SARS-CoV-2 Primer/Probe Mix (N1/N2/RP)"" (MejiaCalle-2024, p.34)","PICOC[P: SARS-CoV-2 en aguas residuales; I: RT-qPCR de blancos N (nucleocapside) del panel CDC; C: entre ensayos; O: deteccion molecular; C: vigilancia ambiental amplia] — ""especially CDC N1, N2 and N3, and E_Sarbeco have been used to detect SARS-CoV-2 in wastewater samples from the Netherlands"" (Ahmed_2020, p.7)",Lu_2020 FALTA -> conseguir o tratar como fuente primaria del ensayo CDC. No atribuir el uso de N1/N2 a la metodologia propia de Ahmed.
MET-AMP-01,Amplificacion genomica multiplex de SARS-CoV-2,La amplificacion por paneles de amplicones aumenta la recuperacion de genoma a partir de ARN degradado o baja abundancia; la adaptacion de ARTIC a la matriz ambiental alcanza cobertura casi completa del genoma de SARS-CoV-2 a partir de cargas bajas,Barbe_2022;Child_2023;Crits_Christoph_2021,PARCIAL,"Barbe p.1, p.5; Child p.1, p.6; Crits-Christoph p.2-3",atribucion_erronea,corregir,"Barbe_2022 respalda ARTIC en aguas residuales con cobertura casi completa (hasta ~90%), pero solo evaluo cargas 1e4-1e6 (no cargas muy bajas). Child_2023 respalda que el metodo dirigido supera al metagenomico a bajas concentraciones. Crits-Christoph_2021 esta MAL ATRIBUIDO: no uso ARTIC sino un enfoque metatranscriptomico/oligo-captura, y ademas CONTRADICE 'cobertura casi completa a baja carga' (genomas completos solo con Ct<33).","""adapted to allow near-full genome coverage from sewage samples, starting from ~5% to reach ~90% at depth 30"" (barbe-2022/fmicb-13-889811, p.1); ""Tiled-PCR sequencing led to further improvements in genome coverage compared to hybrid capture"" (child-2023, p.1); ""Only samples with RT-qPCR CT values <33 (~25 genome copies/ul) yielded complete consensus genomes"" (crits-christoph-2021, p.3)","PICOC[P: SARS-CoV-2 y otros patogenos en aguas residuales; I: secuenciacion por amplicones solapados (tiled-PCR); C: vs enriquecimiento por hibridacion y metagenomica; O: mayor cobertura de genoma a baja carga; C: matriz ambiental degradada] — ""Tiled-PCR sequencing led to further improvements in genome coverage compared to hybrid capture for severe acute respiratory syndrome coronavirus 2, enterovirus D68, norovirus GII, and human adenovirus F41 in wastewater samples."" (Child_2023, p.1)","IDEA NUEVA (contradiccion): Crits-Christoph es metatranscriptomico/oligo-captura, no ARTIC: ""an oligo-capture approach (Illumina respiratory virus panel)"" (crits-christoph-2021, p.2). Reasignar la afirmacion ARTIC a Barbe_2022 y no sostener 'casi completa a baja carga' con Crits-Christoph."
MET-POLIO-01,Deteccion y amplificacion de poliovirus por PCR anidada de VP1,El protocolo DDNS amplifica la region VP1 mediante una PCR anidada seguida de secuenciacion Nanopore,Shaw_2020;Shaw_2022_protocol,OK,Shaw_2020 p.1-3,matiz_terminologico,mantener,Shaw_2020 describe integramente el metodo (PCR anidada + nanopore de VP1); el acronimo 'DDNS' no aparece literalmente en Shaw_2020. Shaw_2022_protocol apunta al mismo PDF de Shaw_2020 en el mapa (posible duplicado).,"""We present a nested PCR and nanopore sequencing protocol that allows rapid (<3 days) and sensitive direct detection and sequencing of polioviruses in stool and environmental samples"" (shaw-2020, p.1)","PICOC[P: poliovirus en heces y muestras ambientales; I: PCR anidada de VP1 + secuenciacion Nanopore (DDNS); C: vs cultivo celular; O: secuencia VP1 completa en dias; C: confirmacion rapida] — ""(DDNS) of a nested VP1 PCR product direct from stool samples, observing a sensitivity of 88% to 99% across serotypes when compared to cell culture"" (Shaw_2022, p.2)",Shaw_2022_protocol resuelve al mismo archivo que Shaw_2020 (revisar si es una entrada distinta protocols.io).
MET-POLIO-02,Deteccion y amplificacion de poliovirus por PCR anidada de VP1,"La region VP1 es la diana de referencia para diferenciar poliovirus Sabin-like, salvaje y derivado de vacuna, y para establecer relaciones geneticas entre eventos ambientales",Asghar_2014;Zurbriggen_2008,PARCIAL,Asghar abstract y discusion; Zurbriggen p.1 y metodos,matiz_no_explicito,corregir,Zurbriggen_2008 respalda VP1 para caracterizar/diferenciar (Sabin-like/VDPV por %divergencia) y relaciones geneticas. Asghar_2014 usa VP1 para filogenia y relaciones geneticas pero NO enuncia explicitamente que VP1 diferencie las tres categorias (Sabin/salvaje/derivado).,"""Sequencing the complete viral protein 1 (VP1) capsid coding region... identified 3 Sabin type 1, 13 Sabin type 2, and 4 Sabin type 3 strains... VDPVs are defined as viruses with a 1 to 15% nucleotide sequence difference within the VP1 region"" (zurbriggen-2008, p.1); ""the genetic sequences of polioviruses isolated from ES are compared with those of isolates from clinical cases to evaluate the relationships"" (asghar-2014, abstract)","PICOC[P: poliovirus ambientales; I: secuenciacion de la region VP1 e ITD; C: entre cepas Sabin/derivadas; O: diferenciacion y clasificacion de cepas; C: pais con IPV] — ""Sequencing the complete viral protein 1 (VP1) capsid coding region, as well as intratypic differentiation (ITD), identified 3 Sabin type 1, 13 Sabin type 2, and 4 Sabin type 3 strains."" (Zurbriggen_2008, p.1)",La diferenciacion de las tres categorias se sostiene sobre Zurbriggen; Asghar respalda solo relaciones geneticas/filogenia por VP1.
MET-POLIO-03,Deteccion y amplificacion de poliovirus por PCR anidada de VP1,La primera ronda de la PCR anidada emplea cebadores pan-enterovirus dirigidos a las regiones 5'NTR y Cre,Arita_2015,SIN_FUENTE,,fuente_faltante,conseguir,"Arita_2015 no esta en el repositorio. El contenido, sin embargo, si aparece respaldado en Shaw_2020 (citado en la seccion): pan-EV con primers 5'NCR y Cre-R.","""pan-EV entire capsid RT-PCR with Cre-R and 5=NCR primers in an RT-PCR"" (shaw-2020, p.6)","PICOC[P: enterovirus/poliovirus; I: primera ronda de PCR anidada con cebadores pan-enterovirus (5'NCR/Cre); C: —; O: amplificacion del capside previo a VP1; C: protocolo DDNS] — ""capsid RT-PCR with Cre-R and 5'NCR primers in an RT-PCR, followed by pan-PV PCR using Q8/Y7 VP1 primers (Data Set S1)."" (Shaw_2020, p.6)","Arita_2015 FALTA -> conseguir, o respaldar el paso con Shaw_2020 que ya esta en el repo (usa 5'NCR/Cre-R)."
MET-POLIO-04,Deteccion y amplificacion de poliovirus por PCR anidada de VP1,"La segunda ronda amplifica VP1 con los cebadores Y7 (Kilpatrick) y Q8 (Yang), que pueden incorporar codigos de barras para simplificar la preparacion de bibliotecas",Kilpatrick_2011;Yang_1991;Shaw_2020;Shaw_2022_protocol,PARCIAL,Shaw_2020 p.3,fuente_faltante,corregir,"Kilpatrick_2011 (Y7) y Yang_1991 (Q8) NO estan en el repositorio (SIN_FUENTE). No obstante, los nombres Q8/Y7 y el uso de codigos de barras estan respaldados por Shaw_2020, que si esta en el repo y tambien se cita aqui.","""a second PCR using pan-poliovirus (pan-PV) primers Q8/Y7... we sought to reduce the time and cost for nanopore sequencing library preparation by modifying these primers with either the addition of a barcode adaptor (VP1-BCA) or barcode (VP1-barcode)"" (shaw-2020, p.3)","PICOC[P: poliovirus; I: segunda ronda de VP1 con cebadores Q8/Y7 modificados con codigos de barras; C: —; O: multiplexado y simplificacion de bibliotecas; C: secuenciacion Nanopore] — ""we sought to reduce the time and cost for nanopore sequencing library preparation by modifying these primers with either the addition of a barcode adaptor (VP1-BCA) or barcode (VP1-barcode) to allow immediate multiplexing of samples"" (Shaw_2020, p.3)",Conseguir Kilpatrick_2011 y Yang_1991 (fuentes originales de los cebadores) o dejar el respaldo en Shaw_2020.
MET-POLIO-05,Deteccion y amplificacion de poliovirus por PCR anidada de VP1,El enfoque molecular directo reduce los tiempos de confirmacion frente a los flujos de aislamiento viral y resulta adecuado para vigilancia ambiental con baja tasa de deteccion clinica,Shaw_2022,PARCIAL,Shaw_2022 p.1,alcance_del_paper,corregir,"La reduccion de tiempos frente al aislamiento esta bien respaldada (35 dias a ~16 con DDNS; cultivo requiere >=6-14 dias). La 'adecuacion para vigilancia ambiental con baja deteccion clinica' no es el marco de este paper, centrado en confirmacion de VDPV2 a partir de heces/AFP.","""New VDPV2 outbreaks were confirmed a median of 35 days (27-60) after paralysis onset, which we estimate could be reduced to 16 days by DDNS (9-37)"" (shaw-2022/jiab518, p.1)","PICOC[P: poliovirus en muestras de heces y ambientales; I: deteccion molecular directa por PCR anidada + Nanopore; C: vs aislamiento en cultivo celular; O: reduccion de tiempos de confirmacion; C: vigilancia ambiental] — ""We present a nested PCR and nanopore sequencing protocol that allows rapid (<3 days) and sensitive direct detection and sequencing of polioviruses in stool and environmental samples."" (Shaw_2020, p.1)",El componente de vigilancia ambiental/baja deteccion clinica no es el objeto de Shaw_2022; considerar respaldarlo con Shaw_2020 o Bubba.
